全国地方公共団体コード,ID,地方公共団体名,介護サービス事業所名称,介護サービス事業所名称_カナ,介護サービス事業所名称_英字,実施サービス,所在地_全国地方公共団体コード,町字ID,所在地_連結表記,所在地_都道府県,所在地_市区町村,所在地_町字,所在地_番地以下,建物名等(方書),緯度,経度,高度の種別,高度の値,電話番号,内線番号,FAX番号,連絡先メールアドレス,連絡先FormURL,連絡先備考（その他、SNSなど）,郵便番号,法人番号,法人の名称,事業所番号,利用可能曜日,利用可能曜日特記事項,定員,URL,画像,画像_ライセンス,備考
141305,1.41305E+11,神奈川県川崎市,中丸子いこいの家,ナカマルコイコイノイエ,,老人いこいの家（いこいの家）,141330,,"神奈川県川崎市中原区中丸子378-4",神奈川県,川崎市,中原区中丸子,,,35.570226,139.667631,,,(044)433‐3866,,,,,,211-0012,,社会福祉法人 川崎市社会福祉協議会,,午前9時～午後4時,休館日:日曜日、国民の祝日・休日（敬老の日は除く）及び年末年始,,https://www.city.kawasaki.jp/350/page/0000022985.html,,,
141305,1.41305E+11,神奈川県川崎市,等々力いこいの家,トドロキイコイノイエ,,老人いこいの家（いこいの家）,141330,,"神奈川県川崎市中原区等々力1-1",神奈川県,川崎市,中原区等々力,,,35.584987,139.649052,,,(044)733‐3618,,,,,,211-0052,,社会福祉法人 川崎市社会福祉協議会,,午前9時～午後4時,休館日:日曜日、国民の祝日・休日（敬老の日は除く）及び年末年始,,https://www.city.kawasaki.jp/350/page/0000022963.html,,,
141305,1.41305E+11,神奈川県川崎市,くじいこいの家,クジイコイノイエ,,老人いこいの家（いこいの家）,141348,,"神奈川県川崎市高津区久地3-16-1",神奈川県,川崎市,高津区久地,,,35.608033,139.605684,,,(044)811-2234,,,,,,213-0032,,社会福祉法人 川崎市社会福祉協議会,,午前9時～午後4時,休館日:日曜日、国民の祝日・休日（敬老の日は除く）及び年末年始,,https://www.city.kawasaki.jp/350/page/0000023005.html,,,
141305,1.41305E+11,神奈川県川崎市,子母口いこいの家,シボグチイコイノイエ,,老人いこいの家（いこいの家）,141348,,神奈川県川崎市高津区子母口983,神奈川県,川崎市,高津区子母口,,,35.569764,139.627669,,,(044)755‐0147,,,,,,213-0023,,社会福祉法人 川崎市社会福祉協議会,,午前9時～午後4時,休館日:日曜日、国民の祝日・休日（敬老の日は除く）及び年末年始,,https://www.city.kawasaki.jp/350/page/0000022997.html,,,
141305,1.41305E+11,神奈川県川崎市,上作延いこいの家,カミサクノベイコイノイエ,,老人いこいの家（いこいの家）,141348,,神奈川県川崎市高津区上作延5-26-55,神奈川県,川崎市,高津区上作延,,,35.596177,139.600093,,,(044)865‐1633,,,,,,213-0034,,社会福祉法人 川崎市社会福祉協議会,,午前9時～午後4時,休館日:日曜日、国民の祝日・休日（敬老の日は除く）及び年末年始,,https://www.city.kawasaki.jp/350/page/0000023014.html,,,
141305,1.41305E+11,神奈川県川崎市,高津いこいの家,タカツイコイノイエ,,老人いこいの家（いこいの家）,141348,,"神奈川県川崎市高津区久本3-6-22",神奈川県,川崎市,高津区久本,,,35.598816,139.617974,,,(044)811-5120,,,,,,213-0011,,社会福祉法人 川崎市社会福祉協議会,,午前9時～午後4時,休館日:日曜日、国民の祝日・休日（敬老の日は除く）及び年末年始,,https://www.city.kawasaki.jp/350/page/0000023020.html,,,
141305,1.41305E+11,神奈川県川崎市,梶ヶ谷いこいの家,カジガヤイコイノイエ,,老人いこいの家（いこいの家）,141348,,"神奈川県川崎市高津区梶ヶ谷5-8-27",神奈川県,川崎市,高津区梶ヶ谷,,,35.582831,139.606382,,,(044)853‐5185,,,,,,213-0015,,社会福祉法人 川崎市社会福祉協議会,,午前9時～午後4時,休館日:日曜日、国民の祝日・休日（敬老の日は除く）及び年末年始,,https://www.city.kawasaki.jp/350/page/0000023024.html,,,
141305,1.41305E+11,神奈川県川崎市,末長いこいの家,スエナガイコイノイエ,,老人いこいの家（いこいの家）,141348,,"神奈川県川崎市高津区末長2-27-2",神奈川県,川崎市,高津区末長,,,35.588758,139.611473,,,(044)866‐0749,,,,,,213-0013,,社会福祉法人 川崎市社会福祉協議会,,午前9時～午後4時,休館日:日曜日、国民の祝日・休日（敬老の日は除く）及び年末年始,,https://www.city.kawasaki.jp/350/page/0000023029.html,,,
141305,1.41305E+11,神奈川県川崎市,東高津いこいの家,ヒガシタカツイコイノイエ,,老人いこいの家（いこいの家）,141348,,"神奈川県川崎市高津区下野毛1-3-2",神奈川県,川崎市,高津区下野毛,,,35.597407,139.636642,,,(044)813‐1886,,,,,,213-0006,,社会福祉法人 川崎市社会福祉協議会,,午前9時～午後4時,休館日:日曜日、国民の祝日・休日（敬老の日は除く）及び年末年始,,https://www.city.kawasaki.jp/350/page/0000023036.html,,,
141305,1.41305E+11,神奈川県川崎市,白幡台いこいの家,シラハタダイイコイノイエ,,老人いこいの家（いこいの家）,141364,,"神奈川県川崎市宮前区白幡台1-13-1",神奈川県,川崎市,宮前区白幡台,,,35.597804,139.567948,,,(044)976‐0786,,,,,,216-0025,,社会福祉法人 川崎市社会福祉協議会,,午前9時～午後4時,休館日:日曜日、国民の祝日・休日（敬老の日は除く）及び年末年始,,https://www.city.kawasaki.jp/350/page/0000025434.html,,,
141305,1.41305E+11,神奈川県川崎市,有馬いこいの家,アリマイコイノイエ,,老人いこいの家（いこいの家）,141364,,"神奈川県川崎市宮前区有馬4-5-2",神奈川県,川崎市,宮前区有馬,,,35.576847,139.583029,,,(044)855-2177,,,,,,216-0003,,社会福祉法人 川崎市社会福祉協議会,,午前9時～午後4時,休館日:日曜日、国民の祝日・休日（敬老の日は除く）及び年末年始,,https://www.city.kawasaki.jp/350/page/0000025519.html,,,
141305,1.41305E+11,神奈川県川崎市,野川いこいの家,ノガワイコイノイエ,,老人いこいの家（いこいの家）,141364,,"神奈川県川崎市宮前区野川台1-25-23",神奈川県,川崎市,宮前区野川台,,,35.573585,139.602523,,,(044)788‐2271,,,,,,216-0043,,社会福祉法人 川崎市社会福祉協議会,,午前9時～午後4時,休館日:日曜日、国民の祝日・休日（敬老の日は除く）及び年末年始,,https://www.city.kawasaki.jp/350/page/0000025509.html,,,
141305,1.41305E+11,神奈川県川崎市,鷲ヶ峰いこいの家,ワシガミネイコイノイエ,,老人いこいの家（いこいの家）,141364,,"神奈川県川崎市宮前区菅生ヶ丘32-10",神奈川県,川崎市,宮前区菅生ヶ丘,,,35.596739,139.538015,,,(044)976‐6418,,,,,,216-0014,,社会福祉法人 川崎市社会福祉協議会,,午前9時～午後4時,休館日:日曜日、国民の祝日・休日（敬老の日は除く）及び年末年始,,https://www.city.kawasaki.jp/350/page/0000025375.html,,,
141305,1.41305E+11,神奈川県川崎市,平いこいの家,タイライコイノイエ,,老人いこいの家（いこいの家）,141364,,"神奈川県川崎市宮前区平2-13-1",神奈川県,川崎市,宮前区平,,,35.601859,139.574851,,,(044)865-1033,,,,,,216-0022,,社会福祉法人 川崎市社会福祉協議会,,午前9時～午後4時,休館日:日曜日、国民の祝日・休日（敬老の日は除く）及び年末年始,,https://www.city.kawasaki.jp/350/page/0000025313.html,,,
141305,1.41305E+11,神奈川県川崎市,南菅いこいの家,ミナミスゲイコイノイエ,,老人いこいの家（いこいの家）,141356,,"神奈川県川崎市多摩区菅馬場3-26-1",神奈川県,川崎市,多摩区菅馬場,,,35.622981,139.533264,,,(044)944‐7790,,,,,,214-0004,,社会福祉法人 川崎市社会福祉協議会,,午前9時～午後4時,休館日:日曜日、国民の祝日・休日（敬老の日は除く）及び年末年始,,https://www.city.kawasaki.jp/350/page/0000025552.html,,,
141305,1.41305E+11,神奈川県川崎市,中野島いこいの家,ナカノシマイコイノイエ,,老人いこいの家（いこいの家）,141356,,"神奈川県川崎市多摩区中野島6-26-7",神奈川県,川崎市,多摩区中野島,,,35.630574,139.551793,,,(044)900‐4265,,,,,,214-0012,,社会福祉法人 川崎市社会福祉協議会,,午前9時～午後4時,休館日:日曜日、国民の祝日・休日（敬老の日は除く）及び年末年始,,https://www.city.kawasaki.jp/350/page/0000025557.html,,,
141305,1.41305E+11,神奈川県川崎市,枡形いこいの家,マスガタイコイノイエ,,老人いこいの家（いこいの家）,141356,,"神奈川県川崎市多摩区枡形6-3-1",神奈川県,川崎市,多摩区枡形,,,35.614101,139.560962,,,(044)932‐1127,,,,,,214-0032,,社会福祉法人 川崎市社会福祉協議会,,午前9時～午後4時,休館日:日曜日、国民の祝日・休日（敬老の日は除く）及び年末年始,,https://www.city.kawasaki.jp/350/page/0000025593.html,,,
141305,1.41305E+11,神奈川県川崎市,長尾いこいの家,ナガオイコイノイエ,,老人いこいの家（いこいの家）,141356,,"神奈川県川崎市多摩区長尾1-12-7",神奈川県,川崎市,多摩区長尾,,,35.611583,139.57462,,,(044)932‐1133,,,,,,214-0023,,社会福祉法人 川崎市社会福祉協議会,,午前9時～午後4時,休館日:日曜日、国民の祝日・休日（敬老の日は除く）及び年末年始,,https://www.city.kawasaki.jp/350/page/0000025602.html,,,
141305,1.41305E+11,神奈川県川崎市,錦ヶ丘いこいの家,ニシキガオカイコイノイエ,,老人いこいの家（いこいの家）,141356,,"神奈川県川崎市多摩区栗谷3-28-2",神奈川県,川崎市,多摩区栗谷,,,35.613,139.535521,,,(044)951‐0535,,,,,,214-0039,,社会福祉法人 川崎市社会福祉協議会,,午前9時～午後4時,休館日:日曜日、国民の祝日・休日（敬老の日は除く）及び年末年始,,https://www.city.kawasaki.jp/350/page/0000025607.html,,,
141305,1.41305E+11,神奈川県川崎市,菅いこいの家,スゲイコイノイエ,,老人いこいの家（いこいの家）,141356,,"神奈川県川崎市多摩区菅北浦3-11-1",神奈川県,川崎市,多摩区菅北浦,,,35.631199,139.531485,,,(044)944‐2940,,,,,,214-0008,,社会福祉法人 川崎市社会福祉協議会,,午前9時～午後4時,休館日:日曜日、国民の祝日・休日（敬老の日は除く）及び年末年始,,https://www.city.kawasaki.jp/350/page/0000025614.html,,,
141305,1.41305E+11,神奈川県川崎市,登戸いこいの家,ノボリトイコイノイエ,,老人いこいの家（いこいの家）,141356,,神奈川県川崎市多摩区登戸新町237,神奈川県,川崎市,多摩区登戸新町,,,35.623801,139.563487,,,(044)933‐2181,,,,,,214-0013,,社会福祉法人 川崎市社会福祉協議会,,午前9時～午後4時,休館日:日曜日、国民の祝日・休日（敬老の日は除く）及び年末年始,,https://www.city.kawasaki.jp/350/page/0000025619.html,,,
141305,1.41305E+11,神奈川県川崎市,岡上いこいの家,オカガミイコイノイエ,,老人いこいの家（いこいの家）,141372,,神奈川県川崎市麻生区岡上3-13-1,神奈川県,川崎市,麻生区岡上,,,35.581153,139.483496,,,(044)986‐0184,,,,,,215-0027,,社会福祉法人 川崎市社会福祉協議会,,午前9時～午後4時,休館日:日曜日、国民の祝日・休日（敬老の日は除く）及び年末年始,,https://www.city.kawasaki.jp/350/page/0000025689.html,,,
141305,1.41305E+11,神奈川県川崎市,麻生いこいの家,アサオイコイノイエ,,老人いこいの家（いこいの家）,141372,,"神奈川県川崎市麻生区上麻生4-32-2",神奈川県,川崎市,麻生区上麻生,,,35.59497,139.5038,,,(044)953‐9870,,,,,,215-0021,,社会福祉法人 川崎市社会福祉協議会,,午前9時～午後4時,休館日:日曜日、国民の祝日・休日（敬老の日は除く）及び年末年始,,https://www.city.kawasaki.jp/350/page/0000025691.html,,,
141305,1.41305E+11,神奈川県川崎市,千代ヶ丘いこいの家,チヨガオカイコイノイエ,,老人いこいの家（いこいの家）,141372,,"神奈川県川崎市麻生区千代ヶ丘6-3-22",神奈川県,川崎市,麻生区千代ヶ丘,,,35.615489,139.510477,,,(044)955‐0412,,,,,,215-0005,,社会福祉法人 川崎市社会福祉協議会,,午前9時～午後4時,休館日:日曜日、国民の祝日・休日（敬老の日は除く）及び年末年始,,https://www.city.kawasaki.jp/350/page/0000025733.html,,,
141305,1.41305E+11,神奈川県川崎市,王禅寺いこいの家,オウゼンジイコイノイエ,,老人いこいの家（いこいの家）,141372,,"神奈川県川崎市麻生区王禅寺東5-32-15",神奈川県,川崎市,麻生区王禅寺東,,,35.581557,139.512605,,,(044)989‐0401,,,,,,215-0013,,社会福祉法人 川崎市社会福祉協議会,,午前9時～午後4時,休館日:日曜日、国民の祝日・休日（敬老の日は除く）及び年末年始,,https://www.city.kawasaki.jp/350/page/0000025760.html,,,
141305,1.41305E+11,神奈川県川崎市,片平いこいの家,カタヒライコイノイエ,,老人いこいの家（いこいの家）,141372,,"神奈川県川崎市麻生区片平5-25-1",神奈川県,川崎市,麻生区片平,,,35.597643,139.491714,,,(044)987‐3878,,,,,,215-0023,,社会福祉法人 川崎市社会福祉協議会,,午前9時～午後4時,休館日:日曜日、国民の祝日・休日（敬老の日は除く）及び年末年始,,https://www.city.kawasaki.jp/350/page/0000025785.html,,,
141305,1.41305E+11,神奈川県川崎市,白山いこいの家,ハクサンイコイノイエ,,老人いこいの家（いこいの家）,141372,,"神奈川県川崎市麻生区白山4-2-2",神奈川県,川崎市,麻生区白山,,,35.590581,139.509985,,,(044)988‐8767,,,,,,215-0014,,社会福祉法人 川崎市社会福祉協議会,,午前9時～午後4時,休館日:日曜日、国民の祝日・休日（敬老の日は除く）及び年末年始,,https://www.city.kawasaki.jp/350/page/0000025709.html,,,
141305,1.41305E+11,神奈川県川崎市,百合丘いこいの家,ユリガオカイコイノイエ,,老人いこいの家（いこいの家）,141372,,"神奈川県川崎市麻生区百合丘2-8-2",神奈川県,川崎市,麻生区百合丘,,,35.602824,139.515562,,,(044)966‐2631,,,,,,215-0011,,社会福祉法人 川崎市社会福祉協議会,,午前9時～午後4時,休館日:日曜日、国民の祝日・休日（敬老の日は除く）及び年末年始,,https://www.city.kawasaki.jp/350/page/0000025644.html,,,
141305,1.41305E+11,神奈川県川崎市,すえなが　軽費老人ホーム（ケアハウス）,スエナガ,,軽費老人ホーム（ケアハウス）,141348,,神奈川県川崎市高津区末長1-3-13,神奈川県,川崎市,高津区末長,,,35.595289,139.60885,,,(044)861-5321,,(044)861-6195,,,,"213-0013",,社会福祉法人　セイワ,,,,50,https://www.city.kawasaki.jp/350/page/0000025273.html,,,
141305,1.41305E+11,神奈川県川崎市,青田風,アオタカゼ,,軽費老人ホーム（ケアハウス）,141364,,神奈川県川崎市宮前区野川3134-5,神奈川県,川崎市,宮前区野川,,,35.574951,139.60418,,,(044)754-1751,,(044)754-1761,,,,"216-0001　",,社会福祉法人　寿楽園,,,,100,https://www.city.kawasaki.jp/350/page/0000022450.html,,,
141305,1.41305E+11,神奈川県川崎市,風知草,カゼチグサ,,軽費老人ホーム（ケアハウス）,141364,,神奈川県川崎市宮前区野川3134-5,神奈川県,川崎市,宮前区野川,,,35.574951,139.60418,,,(044)754-1751,,(044)754-1761,,,,"216-0001",,社会福祉法人　寿楽園,,,,114,https://www.city.kawasaki.jp/350/page/0000022459.html,,,
141305,1.41305E+11,神奈川県川崎市,恵楽園,ケイラクエン,,養護老人ホーム,141348,,神奈川県川崎市高津区下作延2-26-12-26-1,神奈川県,川崎市,高津区下作延,,,35.597351,139.60543,,,(044)866-225,,(044)865-4009,,,,213-0033,,川崎市,,,,140,https://www.city.kawasaki.jp/350/page/0000022423.html,,,
141305,1.41305E+11,神奈川県川崎市,すえなが,スエナガ,,養護老人ホーム,141348,,神奈川県川崎市高津区末長1-3-13,神奈川県,川崎市,高津区末長,,,35.594867,139.60909,,,(044)861-531,,(044)861-6194,,,,213-0013,,社会福祉法人　セイワ,,,,50,https://www.city.kawasaki.jp/350/page/0000022410.html,,,
